employee_id,first_name,last_name,gender,dob,personal_email,official_email,phone,city,state,address,department,designation,joining_date,exit_date,employment_status,employment_type,salary,grade,pan_number,uan_number,bank_account,ifsc_code,bank_name,manager_id,branch_location,cost_center,remarks
EMP-13906,,Patil,Female,24-07-1998,patil_krishna@hotmail.com,krishna.patil@company.co.in,+919489308386,Warangal,Telangana,NA,Security,Officer,January 19 2006,,Active,Contract,33155,G6,SLLLP8568P,,,,PNB,EMP-05703,Warangal,NA,Performance PIP
EMP-13907,ankit,Malik,Female,18/03/1988,ankit678@protonmail.com,,6907136353,Coimbatore,Tamil Nadu,"Flat 1840, MG Nagar",Customer Service,Intern,02/10/2022,Active,Active,Full Time,53999,G7,ZVPVT0950I,NA,37923639938,HDFC0001234,Axis Bank,EMP-08620,Head Office,CC-652,
EMP-13908,Farida,Jadhav,Male,20-01-1998,,NA,N/A,Gwalior,Madhya Pradesh,"Flat 1271, Sector 16",,Manager,16/09/2009,19.09.2013,Active,Full Time,22533,G4,,Not Enrolled,48250924877,NA,Bank of Baroda,,Gwalior,,On maternity leave
EMP-13909,Nisha,,Male,1986-02-06,nisharathore@gmail.com,nrathore@company.co.in,81863 76754,Aurangabad,Maharashtra,,Finance,Consultant,03-03-2008,,On Leave,Part Time,44617,G4,VTMFF1454F,NA,52690263206,NA,HDFC Bank,HOD,Head Office,NA,Star performer
EMP-13910,Meera  ,Venkat,,1972-07-24,venkat_meera@yahoo.co.in,meera.venkat@company.co.in,Not Available,Pune,Maharashtra,"Flat 857, Sector 68",Production,Trainee,12/12/2018,,Retired,,Confidential,,WJSXR9913C,,35635670001,SBIN0003456,Bank of Baroda,,,NA,Confirmed
EMP-13911,Kavita,Srivastava,M,2001-03-20,not provided,kavita.srivastava@company.co.in,+918745533112,Warangal,Telangana,"Flat 542, MG Nagar",IT,AGM,05/04/2009,Active,Resigned,Full Time,60707,E1,UIXEY0535H,,Not Submitted,AXIS0004567,SBI,NA,Warangal,NA,Transfer pending
EMP-13912,Nikhil,Naidu,,24/12/1999,not provided,nikhil.naidu@company.co.in,+91-96306-78735,Karnal,Haryana,,Security,Intern,2006/03/07,,Active,Full Time,144210,G4,OCLDW2595C,,NA,ICIC0002345,Axis Bank,EMP-01133,,NA,Star performer
EMP-13913,Prakash,Kapoor,M,22-07-2001,prakashk@business.co.in,,+918288710626,Noida,Uttar Pradesh,NA,Marketing,Associate,2006/07/26,NA,Probation,Full Time,As per CTC,G3,FSHJJ9393I,NA,73500368349,BARB0001234,PNB,EMP-05735,Head Office,,Confirmed
EMP-13914,Swati  ,Mishra,Female,09-Dec-70,swati_mis@outlook.com,swati.mishra@company.co.in,8314438232,Rohtak,Haryana,"Flat 1000, Gandhi Road",HR,Manager,20.02.2014,,Active,Full Time,236547 PM,NA,LCAHO6683S,862317687356,,NA,SBI,,,CC-822,
EMP-13915,,Krishnan,,10/14/1979,akakrishnan@gmail.com,akrishnan@company.co.in,+91-62840-05294,Indore,Madhya Pradesh,"Flat 1180, Nehru Colony",R&D,Supervisor,2009-05-04,,Resigned,Full Time,Confidential,M2,JFRYU0133P,635525337743,82857833477,,PNB,EMP-09889,Indore,CC-893,Star performer
EMP-13916,,Ganguly,Male,01/01/1982,ganguly_geetanjali@ymail.com,geetanjali.ganguly@company.co.in,6281854098,Gwalior,Madhya Pradesh,"Flat 1250, MG Nagar",Finance,Executive,03.01.2005,,,Contract,352347,G1,YJYXZ4536K,,95727396874,KOTK0005678,Axis Bank,EMP-06921,Gwalior,NA,
EMP-13917,Krishna,Hazra,Male,13-06-1979,krihazra@outlook.com,krishna.hazra@company.co.in,,Indore,Madhya Pradesh,NA,Sales,Manager,2006-04-06,,Active,Full Time,,G2,Applied,301137843017,13868123966,UBIN0001234,PNB,HOD,Indore,CC-692,
EMP-13918,Nikhil,Jain,Male,01-09-1980,test@test,,8469515084,Noida,Uttar Pradesh,"Flat 165, Nehru Colony",Sales,Supervisor,2010/06/07,,Active,Full Time,325240 PM,G3,Applied,652599966172,Not Submitted,SBIN0003456,NA,EMP-12528,Noida,NA,Transfer pending
EMP-13919,Jatin,Khanna,F,29-05-1984,jatin844@outlook.com,jatin.khanna@company.co.in,6327539302,Bathinda,Punjab,"Flat 1708, Sector 61",Quality,DGM,2021-08-09,,Active,Intern,As per CTC,G6,TTKIG8588M,842035420679,,BARB0001234,Bank of Baroda,,Head Office,CC-415,
EMP-13920,,Rao,F,1982/09/16,sapna703@icloud.com,srao@company.co.in,+918936178414,Coimbatore,Tamil Nadu,,Marketing,Executive,20.02.2020,,Absconding,Full Time,Confidential,G4,VANFC8610Z,287063078918,,ICIC0002345,Axis Bank,,Coimbatore,CC-429,Confirmed
EMP-13921,Anand,Rajput,Male,16/06/1980,arajput@hotmail.com,anand.rajput@company.co.in,7952787425(W),Bhilwara,Rajasthan,"Flat 1274, Nehru Colony",,Team Lead,07-03-2023,Active,Active,Contract,110535,G5,FLFBW9891U,902900816703,87896477913,KOTK0005678,SBI,,Bhilwara,,Transfer pending
EMP-13922,Aarav,Kale,Male,1988-05-19,kale_aarav@business.co.in,NA,,Nashik,Maharashtra,"Flat 834, Sector 19",,Director,2024/02/20,,Resigned,Full Time,19062,G7,,Not Enrolled,,AXIS0004567,,EMP-06449,Nashik,,
EMP-13923,POOJA,Singhania,Female,22 Jan 1988,psinghania@rediffmail.com,NA,+919609902415,Karnal,Haryana,"Flat 454, MG Nagar",R&D,Supervisor,12/01/2011,2018-08-09,Active,Full Time,359054,G3,MOJQE9104G,527960452370,,NA,SBI,EMP-08070,Karnal,CC-784,Resigned - Notice period
EMP-13924,Kavita,KHANNA,Female,1984-01-28,khanna.kavita@ymail.com,kavita.khanna@company.co.in,66672 29486,Ludhiana,Punjab,"Flat 1638, MG Nagar",Sales,Trainee,2015-06-19,,Resigned,Consultant,190805 PM,G3,TNNFF3218W,,73608633446,PUNB0001234,ICICI Bank,EMP-09175,Ludhiana,CC-310,
EMP-13925,bharat,Mehta,Male,22/10/1983,bmehta@yahoo.co.in,bharat.mehta@company.co.in,07435200213,Warangal,Telangana,,Legal,Executive,2023-06-03,,,Full Time,26389,G4,Applied,440450767386,Not Submitted,,PNB,EMP-01863,Warangal,CC-767,Transfer pending
EMP-13926,Chetan,,Female,23/07/1986,chetan-joshi@ymail.com,chetan.joshi@company.co.in,06651161822,Delhi,Delhi,NA,HR,Consultant,29-12-2013,,Active,Full Time,59152,G7,NXHXB5367M,729542282405,55754478689,PUNB0001234,Canara Bank,,Regional Office,,Resigned - Notice period
EMP-13927,Sachin,Rao,Male,14/06/1992,sachin.rao@protonmail.com,sachin.rao@company.co.in,8995817046,Agra,Uttar Pradesh,"Flat 1705, Sector 66",Legal,Manager,26-07-2012,,Terminated,Full Time,34889,G6,DZLPH6432K,939745253487,,,Bank of Baroda,,Agra,CC-804,Confirmed
EMP-13928,,Chatterjee,Male,12 Jul 2000,deepika32@hotmail.com,deepika.chatterjee@company.co.in,+919343114427,Tiruppur,Tamil Nadu,"Flat 965, MG Nagar",Security,Intern,2009-06-16,Active,Active,Apprentice,Confidential,G4,ZLKUM0217S,356337952956,Not Submitted,KOTK0005678,,EMP-11586,,CC-337,Confirmed
EMP-13929,,Roy,Female,1984/01/23,yash-roy@business.co.in,yash.roy@company.co.in,917879188928,Udaipur,Rajasthan,,,DGM,12/11/2008,,Active,Full Time,17835,G4,JRARA2759U,Not Enrolled,,NA,Canara Bank,EMP-03556,Regional Office,NA,
EMP-13930,chhaya,Mittal,Male,1995-11-01,chhayam@outlook.com,,,Ajmer,Rajasthan,,Legal,Manager,05 Aug 2019,,Active,Full Time,Confidential,G5,Applied,,83891909978,SBIN0003456,Union Bank,EMP-11993,Ajmer,CC-864,
EMP-13931,Archana,chaudhary,Female,1993-10-18,arcchaudhary@gmail.com,archana.chaudhary@company.co.in,08991298591,Patiala,Punjab,"Flat 1731, Nehru Colony",Sales,Director,13/04/2005,Active,Active,Consultant,20560,M2,VMMCC1729A,603907330064,NA,SBIN0003456,Canara Bank,HOD,Patiala,,
EMP-13932,Pooja,Oberoi,Male,1979-09-09,poobe@outlook.com,pooja.oberoi@company.co.in,+91 84705 91138,Nellore,Andhra Pradesh,NA,HR,Intern,05/10/2008,,Active,Full Time,18946,M1,Applied,,57140350400,AXIS0004567,Kotak Bank,EMP-03071,Nellore,CC-411,Confirmed
EMP-13933,Neha  ,,Male,1969-04-03,neha_bho@business.co.in,neha.bhosale@company.co.in,65952 52035,Panipat,Haryana,,Security,AGM,2024-08-10,,Resigned,Full Time,180501,G4,JLWQD3676R,,48579442467,BARB0001234,Axis Bank,EMP-12471,Head Office,CC-534,
EMP-13934,Ramesh,,Female,08/07/1982,rchaudhary@ymail.com,,+919535720924,Hisar,Haryana,"Flat 760, Gandhi Road",Admin,DGM,07/05/2023,,Active,Full Time,344807,G3,Applied,905804080973,,AXIS0004567,SBI,EMP-01344,Head Office,,On paternity leave
EMP-13935,Rohit,Goenka,Female,07/18/1979,not provided,,N/A,Alwar,Rajasthan,"Flat 1411, Sector 53",Finance,Officer,2022/10/11,NA,On Leave,Contract,34565,G3,JXGLU6321I,706017270449,22701327495,ICIC0002345,HDFC Bank,,Alwar,,Confirmed
EMP-13936,Chetan,Chauhan,Female,1997/06/10,chechauhan@gmail.com,NA,+918301242799,Jabalpur,Madhya Pradesh,"Flat 1701, Nehru Colony",Operations,DGM,07/09/2020,Active,On Leave,Intern,Confidential,G3,AMSFY7636J,916868780454,70722472652,SBIN0003456,SBI,EMP-08045,Regional Office,CC-934,Star performer
EMP-13937,Kavita,Iyengar,Male,20 May 1973,iyengar_kavita@icloud.com,,7713058069,Chandigarh,Chandigarh,"Flat 1885, Sector 16",Quality,Intern,26 May 2016,03/04/2024,Resigned,Part Time,291262,,Applied,489456893404,81479503089,HDFC0001234,Axis Bank,EMP-11552,Chandigarh,CC-303,On probation
EMP-13938,Atul,Mandal,Prefer not to say,,atul-mandal@ymail.com,,+919453112820,Ahmedabad,Gujarat,"Flat 1949, Gandhi Road",HR,Team Lead,20/5/2017,,Active,Full Time,76061,NA,SBITP8385Q,983584522837,31113905902,SBIN0003456,ICICI Bank,EMP-01281,Ahmedabad,CC-510,Performance PIP
EMP-13939,,Patel,,,akash_patel@protonmail.com,akash.patel@company.co.in,9477-6601-35,Jalandhar,Punjab,"Flat 1740, Nehru Colony",IT,Team Lead,09/23/2019,Active,Resigned,Full Time,17314,NA,Applied,NA,11684171374,,SBI,NA,Regional Office,NA,Confirmed
EMP-13940,Neha,CHAKRABORTY,Female,1973/07/01,nehchakraborty@company.in,nchakraborty@company.co.in,+91 75536 47572,Jalandhar,Punjab,"Flat 1005, Sector 23",Customer Service,Supervisor,06-Feb-05,Active,Probation,Full Time,167266,G1,ZLOCS3729E,Not Enrolled,,,,EMP-11622,Head Office,,
EMP-13941,Hemant,Saha,Female,1999-11-23,hemant_saha@business.co.in,hemant.saha@company.co.in,+917682625872,Varanasi,Uttar Pradesh,"Flat 1554, Nehru Colony",Marketing,AGM,,,Active,Apprentice,88209,G4,UBBBJ9715A,NA,Not Submitted,AXIS0004567,NA,EMP-03393,Varanasi,CC-168,
EMP-13942,vikram,Shah,F,1976-10-30,visha@outlook.com,vikram.shah@company.co.in,N/A,Guntur,Andhra Pradesh,"Flat 1481, MG Nagar",Customer Service,Executive,2016-09-16,,,Full Time,262606,M1,TVABQ1684D,133087141651,,ICIC0002345,Kotak Bank,EMP-13406,Guntur,CC-810,Transfer pending
EMP-13943,Gaurav,Kale,Female,1995-06-12,gkale@rediffmail.com,NA,9643092776,Jalandhar,Punjab,"Flat 1777, Gandhi Road",Admin,Consultant,2006-04-04,,Active,Apprentice,21978,G7,BUANK3639K,334215673679,,UBIN0001234,ICICI Bank,,Regional Office,CC-850,Absconding
EMP-13944,Kiran,Iyengar,,11 Jul 1997,kiyengar@gmail.com,kiran.iyengar@company.co.in,7932292114,Nagpur,Maharashtra,"Flat 874, Nehru Colony",Legal,Associate,10-08-2006,,On Leave,Intern,183807,M2,YUUZK8155Y,820794450873,23038880670,CNRB0001234,Bank of Baroda,EMP-11232,Head Office,CC-691,On maternity leave
EMP-13945,Tejas,Goenka,Male,30/06/1979,tegoe@company.in,tgoenka@company.co.in,8678297026,Barmer,Rajasthan,"Flat 483, Sector 59",Quality,Senior Executive,11-Jul-07,17 May 2010,Active,Full Time,118373,G1,ZKONO1377D,681169672088,,,Union Bank,NA,Barmer,CC-974,Star performer
EMP-13946,Farhan,Goenka,F,01/12/1980,na@na.com,farhan.goenka@company.co.in,6943253928,Barmer,Rajasthan,"Flat 116, Nehru Colony",HR,Team Lead,,,On Leave,Full Time,43429 PM,G6,,827448302481,,KOTK0005678,Union Bank,HOD,Barmer,CC-859,Resigned - Notice period
EMP-13947,Rakesh,Shah,Male,1979-02-23,rakeshs@icloud.com,NA,+91-96696-52198,Gwalior,Madhya Pradesh,"Flat 91, Shivaji Nagar",Finance,Analyst,2014-04-02,,Terminated,Intern,As per CTC,G7,RMWLB6915Z,Not Enrolled,54283844055,BARB0001234,HDFC Bank,EMP-11049,Head Office,CC-519,Confirmed
EMP-13948,,CHATTERJEE,Male,09/09/1997,test@test,alok.chatterjee@company.co.in,07856727970,Bathinda,Punjab,"Flat 625, Gandhi Road",Procurement,Intern,2007/08/05,,Active,Full Time,23487,E1,MABZL4323K,757122261237,70825469905,ICIC0002345,HDFC Bank,EMP-06783,Head Office,NA,Resigned - Notice period
EMP-13949,Prakash,Murthy,F,27 Dec 1994,pmurthy@hotmail.com,,9925614441,Gwalior,Madhya Pradesh,"Flat 1067, MG Nagar",Customer Service,Officer,2012-01-09,April 05 2016,Probation,Intern,18135,G2,UXQGP2525Q,530496773359,50876878190,HDFC0001234,Kotak Bank,EMP-04145,Head Office,,
EMP-13950,Priya  ,Sen,Female,2000-10-12,priyas@icloud.com,priya.sen@company.co.in,7241961450(W),Meerut,Uttar Pradesh,"Flat 1100, Gandhi Road",Finance,Officer,2022-05-04,,Active,Full Time,20611,G2,LUUDC0617I,120766006765,58468142778,BARB0001234,Canara Bank,EMP-00237,,CC-720,
EMP-13951,Jatin,,M,1988-01-02,jatinshi@protonmail.com,jatin.shinde@company.co.in,917829857895,Noida,Uttar Pradesh,"Flat 134, MG Nagar",Legal,VP,07 Jan 2012,2012-01-26,Absconding,Full Time,26047 PM,,AQLGW5768C,918710570152,23438843040,ICIC0002345,,,Regional Office,NA,
EMP-13952,Divya,Rao,Male,1999-05-26,,,,Ranchi,Jharkhand,"Flat 85, MG Nagar",Admin,Manager,2020-02-13,,Terminated,Full Time,As per CTC,G5,N/A,532141944841,71635702156,IOBA0001234,HDFC Bank,,Ranchi,CC-987,Absconding
EMP-13953,Aarav,Bose,F,02-Mar-86,aarav112@gmail.com,aarav.bose@company.co.in,+91 98753 83460,Ahmedabad,Gujarat,NA,Legal,Supervisor,2/8/2022,,Active,Full Time,28634,G6,,,,IOBA0001234,PNB,EMP-08734,,CC-701,
EMP-13954,Imran  ,Desai,Male,16-07-1980,test@test,NA,,Meerut,Uttar Pradesh,,R&D,GM,,,Probation,Part Time,Confidential,,SQPTP9089S,273267901590,,SBIN0003456,NA,EMP-01709,Head Office,,
EMP-13955,Suresh,Bajaj,Male,15 Dec 1988,na@na.com,NA,06112236644,Lucknow,Uttar Pradesh,NA,Security,Manager,2008-10-13,,Active,Full Time,,M1,IORGB0759Y,Not Enrolled,,ICIC0002345,HDFC Bank,,Head Office,CC-593,On probation
EMP-13956,,,Female,23-06-1979,ekta_agarwal@icloud.com,,8972751240,Vijayawada,Andhra Pradesh,"Flat 1000, Sector 5",Sales,Supervisor,21.05.2010,,Active,Full Time,,,DMFUC4302E,586430887323,26901867417,IOBA0001234,HDFC Bank,EMP-09931,,CC-250,Star performer
EMP-13957,Qasim,Kapoor,Male,25-07-1992,#N/A,,07810050728,Gwalior,Madhya Pradesh,"Flat 1074, Nehru Colony",HR,Trainee,14 Aug 2016,,Active,Full Time,180605,G5,,522120136494,,NA,Kotak Bank,EMP-06794,Gwalior,CC-240,
EMP-13958,Kamlesh,Bose,F,16/05/1977,kambose@outlook.com,kamlesh.bose@company.co.in,7560867439,Hisar,Haryana,,,GM,18-Apr-13,Active,Active,Contract,29614,M1,Applied,746442440245,65477786879,NA,Kotak Bank,HOD,Head Office,NA,
EMP-13959,Simran,Chopra,Male,24 May 1978,na@na.com,simran.chopra@company.co.in,9448700273(W),Nellore,Andhra Pradesh,,Operations,DGM,5/1/2005,,Terminated,Apprentice,As per CTC,G1,BTLLQ7261N,269085911570,13830055033,SBIN0003456,Canara Bank,EMP-04285,Nellore,NA,
EMP-13960,Sunita,Singhania,Female,15-Sep-74,susin@company.in,,+918980717112,Warangal,Telangana,"Flat 939, Gandhi Road",HR,Supervisor,12-Apr-22,Active,Active,Full Time,28567,E1,MUUIT5680E,113759563393,63655407542,AXIS0004567,Bank of Baroda,EMP-05779,Regional Office,NA,
EMP-13961,KIRAN,,Male,1999-09-18,not provided,kiran.saxena@company.co.in,07912350009,Varanasi,Uttar Pradesh,"Flat 1719, Gandhi Road",HR,Analyst,2005-10-04,NA,On Leave,Intern,285701,E1,APOWU3578Q,765900586393,77647945319,IOBA0001234,PNB,,Head Office,CC-609,Absconding
EMP-13962,Rajesh,Birla,M,1992-11-26,rajesh.birla@hotmail.com,rbirla@company.co.in,7589918788,Raipur,Chhattisgarh,"Flat 371, Sector 49",Production,Executive,04/25/2005,,Terminated,Full Time,232094,M1,DCIHI1200M,,NA,KOTK0005678,Axis Bank,HOD,Raipur,CC-319,
EMP-13963,Zubair,Tiwari,F,04 Jul 1981,ztiwari@rediffmail.com,,86429 58902,Amritsar,Punjab,,Operations,Intern,2020-08-25,Active,Active,Full Time,344539,M2,WDUFE8497B,188873929903,37098369170,NA,Union Bank,EMP-09593,Amritsar,,Star performer
EMP-13964,Urmila,Chakraborty,Female,25-Sep-79,urmchakraborty@icloud.com,urmila.chakraborty@company.co.in,98316 71028,Bhiwadi,Rajasthan,,Quality,Executive,25/10/2013,,Retired,Full Time,234151,G1,GABKD8211E,,,CNRB0001234,PNB,HOD,Bhiwadi,NA,
EMP-13965,Deepika,GUPTA,Male,1981-09-04,deepika15@ymail.com,deepika.gupta@company.co.in,+91-69756-85755,Jalandhar,Punjab,"Flat 825, Sector 8",Legal,Consultant,26-Feb-19,,Active,,17296,G6,AUZTH3665Z,918488188475,NA,KOTK0005678,NA,,Jalandhar,CC-695,Resigned - Notice period
EMP-13966,Arjun,Kumar,Female,14-09-1982,kumar.arjun@yahoo.co.in,arjun.kumar@company.co.in,+919441460029,Pali,Rajasthan,"Flat 26, Shivaji Nagar",,Trainee,17.02.2010,Active,Probation,Full Time,Confidential,G7,SFGIP7398B,110401907548,,AXIS0004567,SBI,EMP-03774,Pali,NA,
EMP-13967,Pooja,,Female,1990-07-31,,pooja.ganguly@company.co.in,8622-1943-66,Jalandhar,Punjab,"Flat 532, Shivaji Nagar",R&D,Trainee,06/10/2005,Active,Active,Full Time,18953 PM,,OJMYC4855R,842754648783,,IOBA0001234,ICICI Bank,EMP-10622,Jalandhar,CC-576,
EMP-13968,Jaspreet,Kulkarni,Male,08/11/1980,na@na.com,jaspreet.kulkarni@company.co.in,09507521307,Alwar,Rajasthan,"Flat 1445, Nehru Colony",Marketing,Executive,11-11-2006,NA,,Full Time,227971,G5,OZPOI5951K,334021126126,34075444695,AXIS0004567,Kotak Bank,,Head Office,CC-365,
EMP-13969,Deepak,Pandey,Female,,deepak.pan@icloud.com,,8144518304,Tiruchirappalli,Tamil Nadu,"Flat 870, Shivaji Nagar",HR,Consultant,,,Active,Full Time,286012,,LGOSE5231P,NA,24213538420,,Axis Bank,HOD,Head Office,CC-862,
EMP-13970,Jayanti,Srivastava,Female,05/08/1986,,jayanti.srivastava@company.co.in,9479491790,Bhiwadi,Rajasthan,"Flat 1536, Sector 24",Customer Service,Officer,01/04/2015,Active,Retired,Full Time,As per CTC,M2,PNBRN6185J,,99554074912,CNRB0001234,SBI,,Bhiwadi,CC-530,
EMP-13971,Aryan,Kapoor,Male,09-Feb-89,,,,Kanpur,Uttar Pradesh,"Flat 1838, MG Nagar",Operations,Trainee,10/20/2023,2024/01/10,Terminated,Part Time,328132,E1,KTBPL2437R,654308686207,NA,,Axis Bank,NA,Head Office,CC-436,
EMP-13972,Salman,Mukherjee,Male,09/05/1975,salmanm@icloud.com,salman.mukherjee@company.co.in,7324103876,Kochi,Kerala,NA,R&D,Associate,2012/08/12,,Active,Contract,60583,G4,AZWTG9387P,,30303438514,SBIN0003456,Union Bank,,Regional Office,CC-794,
EMP-13973,Sapna,Murthy,Female,15-02-1995,sapna_mur@business.co.in,sapna.murthy@company.co.in,07761630978,Neemrana,Rajasthan,"Flat 1028, Sector 29",HR,Senior Executive,04/27/2020,Active,Active,Full Time,78897,G3,UFRFU8369F,NA,,UBIN0001234,Union Bank,EMP-00978,Neemrana,,
EMP-13974,,Lahiri,Female,1981/06/02,test@test,jayanti.lahiri@company.co.in,09238041668,Amritsar,Punjab,NA,Admin,Officer,2019-06-29,,Active,Full Time,,M1,OMHFO7066F,699876879647,,KOTK0005678,HDFC Bank,EMP-05430,Amritsar,NA,
EMP-13975,Suresh,Gupta,Female,1970/06/13,sureshgupta@gmail.com,suresh.gupta@company.co.in,+91-74744-62827,Gwalior,Madhya Pradesh,"Flat 549, Gandhi Road",Marketing,Intern,17-02-2016,Active,Active,,117929,M1,DYUXC7603P,257246485194,,BARB0001234,ICICI Bank,,Gwalior,NA,
EMP-13976,Pankaj,mitra,Male,13-09-1983,mitra.pankaj@yahoo.co.in,NA,,Thane,Maharashtra,"Flat 1789, Shivaji Nagar",R&D,Consultant,2007/12/13,,,Full Time,214242,NA,SMMWV0507G,756955018258,39660154887,IOBA0001234,ICICI Bank,EMP-01944,Regional Office,CC-241,
EMP-13977,Manish,Saxena,Male,2001-12-11,manishs@business.co.in,manish.saxena@company.co.in,8797342949,Vijayawada,Andhra Pradesh,NA,Security,Supervisor,16-02-2008,,Active,Full Time,39456,G7,BBQRT1192G,187595386196,,KOTK0005678,ICICI Bank,,Regional Office,NA,
EMP-13978,Rahul,MITTAL,Female,15-11-1971,rahmittal@icloud.com,rahul.mittal@company.co.in,+916250506044,Jodhpur,Rajasthan,"Flat 1394, Nehru Colony",Production,DGM,30/3/2017,2017-12-06,Resigned,Contract,129973,G5,KWNVW8004K,,88644419063,UBIN0001234,Kotak Bank,EMP-12274,,,Confirmed
EMP-13979,alok,Saxena,F,1990-11-12,alok_sax@hotmail.com,alok.saxena@company.co.in,09516395463,Ranchi,Jharkhand,,Finance,Associate,08/03/2022,,Retired,Full Time,104120,G2,WWCVT5000K,172059371366,59565521812,,HDFC Bank,HOD,Head Office,CC-582,Absconding
EMP-13980,Harpreet,Murthy,Male,1981-05-14,#N/A,hmurthy@company.co.in,6565-2889-21,Mumbai,Maharashtra,"Flat 1547, Gandhi Road",Operations,AGM,05/11/2005,,On Leave,Full Time,23583,G7,CMBRN4970V,,36904230097,,NA,HOD,Head Office,CC-840,Star performer
EMP-13981,Usha,Gupta,Female,23/07/1991,usha896@ymail.com,,08793892335,Ranchi,Jharkhand,,R&D,Associate,2019/04/26,,Resigned,Full Time,70393,G3,PHUNU0404K,407294273330,,CNRB0001234,ICICI Bank,EMP-00966,Ranchi,,Transfer pending
EMP-13982,Babita,Dwivedi,Female,1977/05/22,babdwivedi@protonmail.com,babita.dwivedi@company.co.in,9500-4705-51,Raipur,Chhattisgarh,"Flat 1806, Shivaji Nagar",Customer Service,Senior Executive,2018-04-29,Active,Active,Full Time,As per CTC,G2,,933340271836,NA,IOBA0001234,Union Bank,,Head Office,,
EMP-13983,Ramesh,Mane,M,08-09-1979,ramesh885@ymail.com,ramesh.mane@company.co.in,+918848281541,Vadodara,Gujarat,"Flat 312, Sector 56",Production,Associate,26/09/2012,,Active,Full Time,44822,G6,Applied,,74162011983,BARB0001234,,,Vadodara,CC-352,Transfer pending
EMP-13984,rakesh,Mittal,F,1969-09-17,rmittal@protonmail.com,,06306826543,Gwalior,Madhya Pradesh,"Flat 4, Gandhi Road",Security,Senior Executive,14 Jun 2012,,On Leave,Full Time,Confidential,G2,XMGCT8715J,Not Enrolled,Not Submitted,KOTK0005678,SBI,EMP-13009,Gwalior,CC-335,
EMP-13985,Mohan,BHOSALE,Male,01-Oct-02,bhosale_mohan@hotmail.com,mohan.bhosale@company.co.in,06940959820,Varanasi,Uttar Pradesh,,Production,Consultant,30 Oct 2022,,On Leave,Consultant,59754,NA,Applied,,77044818967,AXIS0004567,Axis Bank,,Head Office,CC-411,Transfer pending
EMP-13986,,Rao,F,29-Aug-85,rrao@gmail.com,ravi.rao@company.co.in,+91-63784-56551,Jalandhar,Punjab,"Flat 912, Sector 42",HR,Senior Executive,,18/3/2024,Active,,113550,G4,Applied,327258235603,NA,NA,HDFC Bank,HOD,Jalandhar,CC-295,Performance PIP
EMP-13987,chhaya,mittal,Male,1978-05-08,chhaya.mit@rediffmail.com,,+91-94352-99229,Jalandhar,Punjab,NA,Sales,Intern,27-09-2010,07/09/2019,Active,Full Time,61060,,ZGEML0986S,NA,99966129460,,Canara Bank,HOD,Head Office,,
EMP-13988,Priya,Hazra,,21 Feb 1971,priya380@protonmail.com,priya.hazra@company.co.in,6486706018,Sikar,Rajasthan,"Flat 1563, Gandhi Road",Quality,Team Lead,2022-06-18,,Probation,Consultant,87372,M2,,476886197452,30482014848,KOTK0005678,HDFC Bank,EMP-13378,,NA,
EMP-13989,jagdish,Malik,Male,1986-11-28,jamal@yahoo.co.in,jagdish.malik@company.co.in,+919567313280,Indore,Madhya Pradesh,"Flat 856, Sector 63",Quality,Trainee,04 Oct 2015,,,Full Time,,G5,QWSAK5436L,519213719740,58808070685,BARB0001234,Axis Bank,EMP-11071,Regional Office,CC-770,
EMP-13990,,Mandal,M,08.08.1998,qasmandal@hotmail.com,qmandal@company.co.in,+91-95766-59801,Madurai,Tamil Nadu,"Flat 1164, Sector 16",HR,DGM,01-03-2013,2023-06-07,Active,Consultant,102421 PM,G5,THRWY0291Y,NA,19186161633,HDFC0001234,HDFC Bank,EMP-12815,,CC-352,Resigned - Notice period
EMP-13991,Madhu,Reddy,Female,1989-08-08,madhured@outlook.com,madhu.reddy@company.co.in,+916545011672,Karnal,Haryana,,Marketing,Associate,,,Probation,Part Time,32721,G5,CUVNG8002Q,900649341154,69673671568,PUNB0001234,SBI,HOD,Head Office,CC-512,Confirmed
EMP-13992,VIJAY,Dwivedi,F,18-08-1968,vdwivedi@yahoo.co.in,,8804634350,Bathinda,Punjab,"Flat 1751, Sector 61",Production,Executive,18 Jun 2020,,Active,Full Time,,G3,CKZAS2179F,NA,Not Submitted,PUNB0001234,Axis Bank,EMP-09428,Bathinda,CC-951,
EMP-13993,Abhishek,Agarwal,Female,2001-07-17,abhagarwal@hotmail.com,abhishek.agarwal@company.co.in,62762 98542,Kolkata,West Bengal,,Finance,Officer,2018-10-05,14/01/2020,,Contract,107922,M2,IHCPS4730S,166720049200,,NA,HDFC Bank,,Kolkata,,Performance PIP
EMP-13994,,Mane,F,1970/12/19,archanam@company.in,archana.mane@company.co.in,6453729983,Warangal,Telangana,,Operations,AGM,8/2/2013,2024-07-07,Active,Part Time,167976,G4,KKLGR7004G,,50942166437,,SBI,EMP-08921,Warangal,CC-354,Performance PIP
EMP-13995,Mohit,Jindal,Female,September 28 2002,mohitjindal@protonmail.com,mohit.jindal@company.co.in,7260851671,Bhiwadi,Rajasthan,"Flat 1875, Shivaji Nagar",Admin,Director,21-09-2014,2020-11-21,Active,Full Time,17235 PM,G6,,715733486644,Not Submitted,,SBI,EMP-04526,Bhiwadi,CC-955,
